,word,tag,level_freq@a1,level_freq@a2,level_freq@b1,level_freq@b2,level_freq@c1,total_freq@total,nb_doc@a1,nb_doc@a2,nb_doc@b1,nb_doc@b2,nb_doc@c1,nb_doc@total
4544,exceptional,JJ,0.0,0.0,0.5308,0.0,0.0,0.0151,0.0,0.0,1.0,0.0,0.0,1.0
4545,exceptionally,RB,0.0,0.0,0.0,0.0,3.3326,0.611,0.0,0.0,0.0,0.0,2.0,2.0
4546,excess,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
4547,exchange,VB,0.0,0.0,2.1495,10.5174,0.8152,3.6546,0.0,0.0,1.0,4.0,1.0,6.0
4548,exchange,NN,0.0,0.5559,0.0,4.4917,3.0894,3.9417,0.0,1.0,0.0,3.0,2.0,6.0
4549,exchange_rate,NN,2.4671,0.0,0.0,0.0,0.0,0.0812,1.0,0.0,0.0,0.0,0.0,1.0
4550,exchange_text_message,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4551,excitable,JJ,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
4552,excite,VB,0.0,0.0,0.0,17.7248,20.5928,9.8345,0.0,0.0,0.0,5.0,6.0,11.0
4553,excited,JJ,53.5783,70.0133,71.394,75.0712,73.7236,80.9655,5.0,13.0,12.0,19.0,13.0,62.0
4554,excitedly,RB,0.0,11.0723,0.0,15.5955,12.8755,12.6753,0.0,3.0,0.0,8.0,4.0,15.0
4555,excitement,NN,1.4193,1.6101,21.3087,53.2016,45.2258,34.8904,1.0,2.0,5.0,12.0,9.0,29.0
4556,exciting,JJ,73.0489,83.0097,137.4927,74.1564,81.1834,94.0582,7.0,14.0,22.0,16.0,15.0,74.0
4557,excl.,IN,0.0,3.5481,0.0,0.0,0.0,0.9071,0.0,1.0,0.0,0.0,0.0,1.0
4558,exclaim,VB,0.0,0.0,0.0,11.2258,0.1804,2.3057,0.0,0.0,0.0,5.0,1.0,6.0
4559,exclamation,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4560,exclude,VB,0.0,0.0,0.0,0.0,7.7567,1.4222,0.0,0.0,0.0,0.0,3.0,3.0
4561,exclusive,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4562,exclusively,RB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4563,excuse,VB,197.3884,44.5397,34.1363,13.3604,28.1977,53.4695,11.0,10.0,8.0,7.0,7.0,43.0
4564,excuse,NN,0.0,0.0,17.5566,29.8051,27.0245,18.5091,0.0,0.0,3.0,10.0,7.0,20.0
4565,execute,VB,0.0,0.2873,0.1675,1.3498,0.8152,2.4733,0.0,1.0,1.0,2.0,1.0,5.0
4566,executive,NN,0.0,0.0,8.371,0.0,0.1559,1.3645,0.0,0.0,2.0,0.0,1.0,3.0
4567,exercise,VB,0.0,11.0127,0.0,0.0,0.8152,2.2144,0.0,5.0,0.0,0.0,1.0,6.0
4568,exercise,NN,14.8028,51.514,46.7899,17.5871,6.7953,31.3189,3.0,10.0,8.0,7.0,3.0,31.0
4569,exercise_bike,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
4570,exercise_book,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
4571,exercise_class,NN,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
4572,exercise_routine,NN,0.0,0.3436,0.0,0.0,0.0,0.0252,0.0,1.0,0.0,0.0,0.0,1.0
4573,exhaust,VB,2.4671,0.0,0.0,7.9086,0.9086,3.4626,1.0,0.0,0.0,4.0,1.0,6.0
4574,exhausted,JJ,7.4014,0.0,7.7677,15.7823,25.1001,17.0754,2.0,0.0,2.0,7.0,6.0,17.0
4575,exhausting,JJ,0.0,0.0,0.0,1.2308,0.0,0.241,0.0,0.0,0.0,3.0,0.0,3.0
4576,exhibit,VB,0.0,0.5559,0.0,0.1311,0.8152,1.3098,0.0,1.0,0.0,1.0,1.0,3.0
4577,exhibit,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
4578,exhibition,NN,2.3682,13.2534,8.371,1.6588,0.3118,7.9566,1.0,4.0,2.0,2.0,1.0,10.0
4579,exist,VB,0.9027,4.0605,21.4256,87.0801,64.4884,46.0971,1.0,2.0,5.0,19.0,16.0,43.0
4580,existed,VB,0.0,0.0,0.0,14.8271,13.1827,7.2055,0.0,0.0,0.0,7.0,4.0,11.0
4581,existence,NN,0.0,0.0,0.0,3.3983,22.7887,5.9993,0.0,0.0,0.0,2.0,5.0,7.0
4582,exit,NN,0.0,0.5758,5.2445,0.3154,11.4816,5.0778,0.0,1.0,2.0,1.0,3.0,7.0
4583,exotic,JJ,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
4584,expand,VB,0.0,0.0,5.8673,2.499,29.1267,7.2298,0.0,0.0,3.0,2.0,7.0,12.0
4585,expansion,NN,0.0,0.0,3.2749,0.0,0.0,0.4535,0.0,0.0,1.0,0.0,0.0,1.0
4586,expat,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4587,expect,VB,0.0,0.6497,139.1666,276.6418,264.8963,155.7185,0.0,2.0,17.0,56.0,48.0,123.0
4588,expect',VB,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
4589,expectant,JJ,0.0,0.0,0.0,0.6749,0.0,0.0574,0.0,0.0,0.0,1.0,0.0,1.0
4590,expectation,NN,0.0,0.0,0.0,5.6456,2.4455,2.466,0.0,0.0,0.0,3.0,3.0,6.0
4591,expedition,NN,0.0,0.0,0.0,0.8294,9.9225,2.2122,0.0,0.0,0.0,1.0,3.0,4.0
4592,expense,NN,0.0,0.0,5.2858,0.4103,18.2361,5.408,0.0,0.0,2.0,1.0,5.0,8.0
4593,expensive,JJ,456.9205,187.3254,157.6957,85.769,99.3311,154.5152,24.0,24.0,18.0,19.0,19.0,104.0
4594,expensively,RB,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4595,experience,NN,30.8447,37.635,273.0566,185.0462,161.9588,146.9313,3.0,10.0,32.0,38.0,30.0,113.0
4596,experience,VB,0.0,0.887,24.579,36.2223,35.2992,23.9383,0.0,1.0,5.0,12.0,9.0,27.0
4597,experienced,JJ,2.4671,0.887,2.5892,15.3077,0.1559,7.1529,1.0,1.0,1.0,4.0,1.0,8.0
4598,experiment,NN,0.0,47.4518,5.3944,8.9055,24.9499,19.3613,0.0,10.0,2.0,4.0,7.0,23.0
4599,experiment,VB,0.0,0.0,2.5892,0.0,5.0799,1.5267,0.0,0.0,1.0,0.0,2.0,3.0
4600,expert,NN,4.9343,4.2184,30.5997,16.7809,130.7497,39.54,2.0,2.0,6.0,5.0,21.0,36.0
4601,expert,JJ,0.0,0.0,0.0,0.0,10.3133,1.5191,0.0,0.0,0.0,0.0,3.0,3.0
4602,expert_performer,NN,0.0,0.0,0.0,1.6588,0.0,0.4535,0.0,0.0,0.0,1.0,0.0,1.0
4603,expertise,NN,0.0,0.0,0.0,1.6588,0.0,0.4535,0.0,0.0,0.0,2.0,0.0,2.0
4604,expertly,RB,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
4605,explain,VB,28.2668,57.3708,234.4085,268.8049,201.4775,185.768,3.0,11.0,28.0,54.0,39.0,135.0
4606,explanation,NN,0.0,1.6101,6.4317,35.0809,14.8378,19.6186,0.0,2.0,2.0,8.0,6.0,18.0
4607,explicit,JJ,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
4608,explode,VB,0.0,7.9658,0.0,10.8504,7.1057,6.6499,0.0,12.0,0.0,6.0,3.0,21.0
4609,exploit,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4610,exploit,VB,0.0,0.0,0.0,0.6749,0.6091,0.6752,0.0,0.0,0.0,1.0,1.0,2.0
4611,exploration,NN,0.0,0.0,0.0,2.4881,4.6544,2.2118,0.0,0.0,0.0,2.0,2.0,4.0
4612,exploration_system_integration,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4613,explore,VB,20.5784,54.6771,73.6249,46.0695,56.9608,69.5899,7.0,33.0,31.0,22.0,21.0,114.0
4614,explorer,NN,0.0,0.0,0.0,2.4881,0.0,0.6803,0.0,0.0,0.0,3.0,0.0,3.0
4615,explosion,NN,0.0,1.3276,0.0,15.4652,13.4133,8.4576,0.0,3.0,0.0,6.0,4.0,13.0
4616,explosive,JJ,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
4617,export,VB,0.0,0.0,1.3622,4.0004,0.1804,1.6477,0.0,0.0,1.0,3.0,1.0,5.0
4618,export,NN,0.0,0.0,0.0,0.3154,0.0,0.045,0.0,0.0,0.0,1.0,0.0,1.0
4619,export_department,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
4620,expose,VB,0.0,0.0,0.0,3.619,3.0654,2.2384,0.0,0.0,0.0,2.0,2.0,4.0
4621,exposure,NN,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
4622,express,JJ,0.0,0.8598,0.0,0.7308,0.0,0.5311,0.0,1.0,0.0,1.0,0.0,2.0
4623,express,VB,0.9027,0.0,22.9376,10.8037,11.2788,10.7093,1.0,0.0,5.0,4.0,5.0,15.0
4624,expression,NN,1.8054,0.0,3.2749,30.0778,75.6896,22.8713,1.0,0.0,2.0,9.0,16.0,28.0
4625,expressionless,JJ,0.0,0.0,0.0,0.5926,2.807,1.2498,0.0,0.0,0.0,1.0,2.0,3.0
4626,expulsion,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4627,extend,VB,0.0,0.0,3.2749,0.8294,6.7808,2.6482,0.0,0.0,2.0,1.0,3.0,6.0
4628,extended,JJ,0.0,0.0,0.0,0.3154,0.1559,0.6236,0.0,0.0,0.0,1.0,1.0,2.0
4629,extension,NN,0.0,0.0,0.0,0.0,0.6236,0.1258,0.0,0.0,0.0,0.0,1.0,1.0
4630,extensive,JJ,0.0,0.0,5.1784,4.998,0.6091,3.7192,0.0,0.0,2.0,3.0,1.0,6.0
4631,extensively,RB,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4632,extent,NN,0.0,0.0,0.0,0.1311,27.9808,5.2215,0.0,0.0,0.0,1.0,9.0,10.0
4633,exterior,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4634,exterior,JJ,0.0,0.0,0.0,0.0,3.2752,0.649,0.0,0.0,0.0,0.0,2.0,2.0
4635,external,JJ,0.0,0.0,0.0,0.8294,11.4085,2.6443,0.0,0.0,0.0,1.0,4.0,5.0
4636,extinct,JJ,0.0,0.0,12.9461,5.9073,0.6091,4.044,0.0,0.0,4.0,3.0,1.0,8.0
4637,extinction,NN,0.0,0.0,0.0,3.619,11.2409,2.8205,0.0,0.0,0.0,2.0,5.0,7.0
4638,extortionate,JJ,0.0,0.0,0.296,0.0,0.0,0.0314,0.0,0.0,1.0,0.0,0.0,1.0
4639,extra,JJ,0.0,4.6651,95.0774,54.83,31.4878,39.9393,0.0,2.0,13.0,12.0,6.0,33.0
4640,extra,NN,0.0,0.0,0.0,0.3154,0.9086,0.6497,0.0,0.0,0.0,1.0,1.0,2.0
4641,extra-curricular,JJ,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4642,extra-hot,JJ,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
4643,extract,VB,0.0,0.0,0.0,0.8294,11.5583,2.6348,0.0,0.0,0.0,1.0,4.0,5.0
4644,extract,NN,0.0,0.0,0.0,0.0,1.2183,0.1606,0.0,0.0,0.0,0.0,1.0,1.0
4645,extractor_fan,NN,0.0,0.0,5.2858,0.0,0.0,0.5394,0.0,0.0,2.0,0.0,0.0,2.0
4646,extraordinarily,RB,0.0,0.0,0.0,0.0,15.9736,2.4829,0.0,0.0,0.0,0.0,4.0,4.0
4647,extraordinary,JJ,0.0,0.887,2.5892,86.422,21.7617,27.4887,0.0,1.0,1.0,18.0,7.0,27.0
4648,extraterrestrial,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4649,extreme,JJ,2.3682,4.2184,4.9124,11.1177,52.1969,19.7595,1.0,2.0,3.0,4.0,12.0,22.0
4650,extreme,NN,0.0,0.0,0.0,0.4103,6.7228,2.2338,0.0,0.0,0.0,1.0,3.0,4.0
4651,extremely,RB,0.0,3.3357,50.3667,90.6294,45.8427,47.2537,0.0,5.0,8.0,20.0,12.0,45.0
4652,extrovert,NN,0.0,0.0,2.7244,0.0,0.0,0.1625,0.0,0.0,1.0,0.0,0.0,1.0
4653,extroverted,JJ,0.0,0.0,6.811,0.0,0.8152,1.2011,0.0,0.0,1.0,0.0,1.0,2.0
4654,ey,NN,0.0,0.2913,0.0,0.0,0.0,0.011,0.0,1.0,0.0,0.0,0.0,1.0
4655,eye,NN,501.9639,1211.8057,301.633,613.6909,971.4749,867.0186,16.0,94.0,32.0,71.0,87.0,300.0
4656,eye,VB,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
4657,eye_contact,NN,0.0,0.0,2.5892,5.9073,0.0,2.2419,0.0,0.0,1.0,2.0,0.0,3.0
4658,eye_knife,NN,4.8207,0.0,0.0,0.0,0.0,0.0249,2.0,0.0,0.0,0.0,0.0,2.0
4659,eye_level,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
4660,eye_mask,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
4661,eyebrow,NN,0.0,0.0,8.042,0.6749,14.8499,5.6077,0.0,0.0,2.0,1.0,5.0,8.0
4662,eyedropper,NN,0.0,0.0,0.0,0.0,2.807,0.2094,0.0,0.0,0.0,0.0,1.0,1.0
4663,eyelid,NN,0.0,0.0,0.0,0.0,4.9836,0.6861,0.0,0.0,0.0,0.0,2.0,2.0
4664,eyepiece,NN,0.0,0.0,0.754,0.0,0.0,0.0244,0.0,0.0,1.0,0.0,0.0,1.0
4665,eyesight,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
4666,eyesore,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4667,eyewitness,NN,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
4668,eyewitness_account,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4669,fabric,NN,0.0,0.0,0.0,0.4103,9.8461,2.5235,0.0,0.0,0.0,1.0,4.0,5.0
4670,fabricate,VB,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4671,fabulous,JJ,0.0,1.1119,12.258,2.5216,0.0,3.8685,0.0,1.0,3.0,2.0,0.0,6.0
4672,facade,NN,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,2.0,2.0
4673,face,NN,429.112,621.3607,496.9993,559.5356,805.714,692.9032,18.0,62.0,28.0,74.0,81.0,263.0
4674,face,VB,0.0,10.0571,36.7789,74.0798,128.848,59.7022,0.0,3.0,5.0,17.0,24.0,49.0
4675,face-to-face,RB,0.0,0.3637,0.0,0.0,0.0,0.0138,0.0,1.0,0.0,0.0,0.0,1.0
4676,face_painting,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4677,faced,VB,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
4678,faced,JJ,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
4679,facet,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4680,facial,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4681,facilitator,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4682,facility,NN,2.3682,0.0,12.0769,4.3147,3.9147,6.9429,1.0,0.0,3.0,5.0,2.0,11.0
4683,fact,NN,28.1631,60.3757,409.7833,372.2279,414.9718,285.3239,3.0,13.0,39.0,57.0,65.0,177.0
4684,fact-checker,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4685,fact_file,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
4686,factor,NN,0.0,0.0,0.0,0.4103,11.4085,2.5211,0.0,0.0,0.0,1.0,4.0,5.0
4687,factory,NN,2.3682,36.021,9.2043,74.6365,302.091,116.5687,1.0,5.0,2.0,24.0,46.0,78.0
4688,factory_camp,NN,0.0,0.0,0.0,0.0,1.921,0.1433,0.0,0.0,0.0,0.0,2.0,2.0
4689,factory_floor,NN,0.0,0.0,0.0,0.0,3.8421,0.2866,0.0,0.0,0.0,0.0,4.0,4.0
4690,factory_manager,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4691,factory_owner,NN,0.0,0.0,0.0,0.0,6.7236,0.5016,0.0,0.0,0.0,0.0,6.0,6.0
4692,factory_project,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
4693,factory_site,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4694,factory_spy,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4695,factory_system,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4696,factory_truck,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4697,factory_worker,NN,2.9398,0.0,0.0,0.0,5.0999,1.5221,1.0,0.0,0.0,0.0,2.0,3.0
4698,factory_yard,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
4699,factual,JJ,0.0,0.0,0.0,0.8294,0.8152,0.4535,0.0,0.0,0.0,1.0,1.0,2.0
4700,faculty,NN,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
4701,fade,VB,0.0,0.0,0.0,1.3498,7.1753,2.3544,0.0,0.0,0.0,2.0,3.0,5.0
4702,fade,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4703,fail,VB,3.4417,0.0,80.2993,90.3045,138.8153,68.2089,1.0,0.0,11.0,22.0,27.0,61.0
4704,fail,NN,0.0,0.0,0.0,0.6749,0.0,0.0574,0.0,0.0,0.0,1.0,0.0,1.0
4705,failing,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4706,failure,NN,0.0,0.0,10.3569,19.1834,32.0434,16.1438,0.0,0.0,3.0,7.0,7.0,17.0
4707,faint,VB,0.0,0.0,0.0,3.9002,31.1652,7.4546,0.0,0.0,0.0,2.0,7.0,9.0
4708,faint,JJ,0.0,0.0,0.0,37.7128,65.5522,22.3317,0.0,0.0,0.0,10.0,13.0,23.0
4709,fainter,JJ,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
4710,faintly,RB,0.0,0.0,0.0,3.9351,5.0799,2.4502,0.0,0.0,0.0,2.0,2.0,4.0
4711,fair,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
4712,fair,JJ,15.8727,9.6616,6.5513,56.4623,37.9423,32.9119,2.0,6.0,2.0,12.0,9.0,31.0
4713,fair-haired,JJ,0.0,0.0,0.0,8.154,5.057,3.5029,0.0,0.0,0.0,3.0,2.0,5.0
4714,fairground,NN,0.0,1.0149,0.0,0.0,0.0,0.0384,0.0,1.0,0.0,0.0,0.0,1.0
4715,fairly,RB,0.0,0.5559,19.258,12.1001,40.1868,18.1834,0.0,1.0,4.0,5.0,8.0,18.0
4716,fairytale,NN,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,1.0,1.0
4717,fairytale_castle,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4718,faith,NN,0.0,0.0,0.0,0.8294,9.8461,1.9852,0.0,0.0,0.0,1.0,3.0,4.0
4719,faithful,JJ,0.0,0.0,0.0,0.0,3.0654,0.587,0.0,0.0,0.0,0.0,2.0,2.0
4720,faithfully,RB,1.2938,3.9921,10.3569,4.0614,0.0,5.2385,1.0,2.0,4.0,2.0,0.0,9.0
4721,fake,NN,0.0,0.0,0.0,0.0,15.9066,3.0581,0.0,0.0,0.0,0.0,3.0,3.0
4722,fake,JJ,0.0,0.2879,26.298,2.2622,13.2482,11.5983,0.0,1.0,5.0,2.0,6.0,14.0
4723,fake,VB,0.0,0.0,0.0,5.7872,0.0,1.1604,0.0,0.0,0.0,2.0,0.0,2.0
4724,faker,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4725,falafel,NN,0.0,0.0,4.0866,0.0,0.0,0.2437,0.0,0.0,1.0,0.0,0.0,1.0
4726,falcon,NN,0.0,0.0,1.508,0.0,0.0,0.0487,0.0,0.0,1.0,0.0,0.0,1.0
4727,fall,NN,0.0,11.431,15.514,64.447,45.2217,34.7457,0.0,2.0,4.0,18.0,10.0,34.0
4728,fall,VB,134.9675,690.4743,338.3359,518.2074,502.2365,525.6158,9.0,66.0,34.0,90.0,76.0,275.0
4729,fall_guy,NN,0.0,0.0,0.0,1.3458,0.0,0.1144,0.0,0.0,0.0,1.0,0.0,1.0
4730,falling,NN,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
4731,fallout,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4732,falls,RB,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
4733,false,JJ,0.0,4.3477,8.5341,38.339,45.215,26.9939,0.0,2.0,2.0,11.0,11.0,26.0
4734,fame,NN,0.0,0.0,0.0,2.9486,0.0,1.9063,0.0,0.0,0.0,5.0,0.0,5.0
4735,familiar,JJ,0.0,0.0,2.1495,70.3456,48.0604,28.6272,0.0,0.0,1.0,15.0,11.0,27.0
4736,family,NN,645.516,425.9963,544.4615,627.1187,534.4095,547.6378,37.0,53.0,54.0,86.0,66.0,296.0
4737,family_activity,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
4738,family_apartment,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
4739,family_association,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
4740,family_attachment,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4741,family_bedroom,NN,2.3682,0.0,0.0,0.0,0.0,0.0252,1.0,0.0,0.0,0.0,0.0,1.0
4742,family_business,NN,0.0,0.5798,2.5892,2.3704,0.0,2.449,0.0,1.0,1.0,4.0,0.0,6.0
4743,family_company,NN,0.0,0.0,0.0,2.3704,0.0,0.2015,0.0,0.0,0.0,2.0,0.0,2.0
4744,family_compound,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
4745,family_control,NN,0.0,0.0,0.0,1.7778,0.0,0.1511,0.0,0.0,0.0,1.0,0.0,1.0
4746,family_duty,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4747,family_feud,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
4748,family_friend,NN,0.0,0.0,0.0,1.3498,0.0,0.1147,0.0,0.0,0.0,2.0,0.0,2.0
4749,family_group,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
4750,family_history,NN,0.0,0.0,2.1495,0.0,0.6091,0.6823,0.0,0.0,1.0,0.0,1.0,2.0
4751,family_holiday,NN,0.0,0.0,5.7597,0.0,0.1559,1.1508,0.0,0.0,2.0,0.0,1.0,3.0
4752,family_home,NN,0.0,0.0,0.0,1.1852,3.3177,1.8201,0.0,0.0,0.0,1.0,2.0,3.0
4753,family_hotel,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
4754,family_interest,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
4755,family_lawyer,NN,0.0,0.0,0.0,0.6749,0.0,0.0574,0.0,0.0,0.0,1.0,0.0,1.0
4756,family_life,NN,0.0,0.0,1.3622,0.0,0.6091,0.7057,0.0,0.0,1.0,0.0,1.0,2.0
4757,family_meal,NN,0.0,0.0,3.2749,0.0,0.0,0.4535,0.0,0.0,2.0,0.0,0.0,2.0
4758,family_meeting,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
4759,family_member,NN,0.0,0.0,8.7188,9.5922,10.891,6.6949,0.0,0.0,2.0,4.0,4.0,10.0
4760,family_money,NN,0.0,0.3481,0.0,0.0,0.0,0.0132,0.0,1.0,0.0,0.0,0.0,1.0
4761,family_name,NN,0.0,0.0,2.1495,0.0,0.9357,0.6792,0.0,0.0,1.0,0.0,1.0,2.0
4762,family_photo,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
4763,family_photograph,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
4764,family_relationship,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4765,family_scene,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4766,family_trait,NN,0.0,2.2238,0.0,0.0,0.0,0.325,0.0,4.0,0.0,0.0,0.0,4.0
4767,family_unit,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4768,family_value,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
4769,family_wedding,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
